path|transcript|duration
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_21928409.mp3|Daardoor moesten dieren over zeer grote afstanden naar slachthuizen worden vervoerd|5.016
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_28388451.mp3|Soms komt zo’n verbetering voort uit onderzoek naar een bestaande stof|6.408
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_24040318.mp3|Hij heeft een uitstekend verslag afgeleverd|4.032
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_24664175.mp3|Als we investeren in verslechtering van het klimaat welnu dan doen we als tevoren|7.308
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_25243118.mp3|Hij heeft dat tot nu toe geweigerd|3.096
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_30608668.mp3|Wij willen een overeenkomst waardoor iedereen kan meedoen maar niet tot elke prijs|7.776
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_24715819.mp3|We moeten echter wel onder ogen zien wat deze zware metalen eigenlijk zijn|4.248
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_24692155.mp3|Ethiopië moet gerichte steun ontvangen bij het oplossen van fundamentele problemen|5.508
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_24664198.mp3|Wat dat betreft moeten we de zaken duidelijk stellen|5.22
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_21263311.mp3|Alle leerlingen scoorden goed op de toets|3.984
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_18463266.mp3|Babys hebben veel zorg nodig|3.864
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_28316340.mp3|Moskeeën worden in brand gestoken|2.808
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_25949966.mp3|In die context moeten de uitzendfrequenties heel zorgvuldig worden behandeld|5.328
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_30476334.mp3|De burger die het goed voor heeft met deze samenleving mist immers het overzicht|5.724
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_22979762.mp3|Wij zullen proberen om daarvoor te zorgen|3.984
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_25360829.mp3|Doha is overigens een agenda voor handel maar ook voor ontwikkeling|4.932
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_37896360.mp3|Ik doe dat alleen als daar aanleiding voor is|4.536
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_24740794.mp3|Hiervoor bestaan geen goede redenen|3.42
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_24692044.mp3|Ik zou hem willen vragen hoeveel dit jaar juist beschikbaar is|5.148
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_27580464.mp3|Het is een zeer belangrijk stuk werk|3.528
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_22934045.mp3|Dat geldt voor minerale oliën voor tabak en ook voor alcohol|4.944
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_19261907.mp3|Toen ze klein was was ze veel rustiger|3.336
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_37896588.mp3|Alle havens moeten uitgerust worden met voorzieningen waarin het scheepsafval verwerkt kan worden|7.848
/home/ashankwi/commonVoiceData/nl/clips/common_voice_nl_24702427.mp3|Deze koppeling is essentieel en mag niet verloren gaan|5.22
